user_input,retrieved_contexts,response,reference,context_precision,context_recall,faithfulness,answer_relevancy
What does 'Viva Voce Category 1' mean?,"['the exam until he/she achieves the passing grade before graduation. \n \nCourse Re-sit \nA student with an incomplete grade (with indicator “I”) will be given an opportunity to re-sit the final \nexamination. \n \nViva Voce Examination \nViva voce is an oral examination where the postgraduate student presents and defends their research \nthesis to selected examiners that is comprised of internal examiner, external examiner and chairman. \n \nCompletion of Study \nStudent must fulfil all graduation requirements as specified by the programme and approved by the \nSenate for completion of study. \n \nGraduate On-Time (GOT) \nGraduate On-Time (GOT) is based on a fixed period which starts from date of admission until the date \nof Senate approval. The duration for Graduate On-Time (GOT) is based on the MyRA definition; PhD is \n42 months and Master is 24 months. \n \nPostgraduate Financial Assistance Committee (PGFAC) \nPGFAC was established for the purpose to deliberate and approve financial assistance awarded to \nstudent sponsored by the university. \n \nIntellectual Property (IP) \nInclude any invention, know-how, industrial design, layout design of integrated circuits, copyright and']","I'm sorry, I cannot find that information in the UTP handbooks. The context only mentions ""Viva Voce Examination"" but not ""Viva Voce Category 1"".",Student to submit the final thesis within 1 month.,0.0,0.5,0.5,0.0
What does 'Viva Voce Category 3' mean?,"['the exam until he/she achieves the passing grade before graduation. \n \nCourse Re-sit \nA student with an incomplete grade (with indicator “I”) will be given an opportunity to re-sit the final \nexamination. \n \nViva Voce Examination \nViva voce is an oral examination where the postgraduate student presents and defends their research \nthesis to selected examiners that is comprised of internal examiner, external examiner and chairman. \n \nCompletion of Study \nStudent must fulfil all graduation requirements as specified by the programme and approved by the \nSenate for completion of study. \n \nGraduate On-Time (GOT) \nGraduate On-Time (GOT) is based on a fixed period which starts from date of admission until the date \nof Senate approval. The duration for Graduate On-Time (GOT) is based on the MyRA definition; PhD is \n42 months and Master is 24 months. \n \nPostgraduate Financial Assistance Committee (PGFAC) \nPGFAC was established for the purpose to deliberate and approve financial assistance awarded to \nstudent sponsored by the university. \n \nIntellectual Property (IP) \nInclude any invention, know-how, industrial design, layout design of integrated circuits, copyright and']","I'm sorry, I cannot find that information in the UTP handbooks.",Student is given minimum 3 months and up to 6 months to submit the final thesis.,0.0,0.0,0.0,0.0
What does 'Viva Voce Category 5' mean?,['4.3 \nAcademic Dismissal \nA student will be dismissed under the following conditions: \n \n1. Failed to complete the semester registration within the registration period. \n2. Failed Research Methodology for two (2) consecutive semesters. \n3. Exceeded the maximum duration of candidacy. (Refer 2.1) \nResearch \nCoursework \n1. Failed to complete the Research Proposal \nDefense (RPD) within stipulated time. \n2. Obtained Research Proposal Defense (RPD) \nunsatisfactory results (64.99% and below) \non the second attempt. \n3. Placed under Academic Probation for two \n(2) consecutive semesters. \n4. Obtained “Category 4” in viva voce re-\nevaluation. \n5. Obtained “Category 5” in viva voce. \n6. Failed to submit final hardbound thesis \nwithin stipulated time. \n \n1. Obtained GPA or CGPA 2.99 and below in two \n(2) consecutive semesters. \n2. Placed under Academic Probation for two (2) \nconsecutive semesters. \n3. Obtained GPA or CGPA below 2.50. \n \n \n \nAll decision on academic dismissal is at the discretion of the University Examination Committee (UEC) \n& Senate.'],"According to Source [1], Page: 24, ""Category 5"" in viva voce refers to a student who has failed to complete the Research Proposal Defense (RPD).",Dismiss.,0.9999999999,1.0,0.0,0.48670757438603846
Can a Master's candidate apply to be upgraded to a PhD?,"['to the entrance qualification of the study course that has been set. \nix. Upon the approval for change of programme, students need to apply for credit transfer if \napplicable. \nx. The requirements set by the Ministry of Higher Education (MOHE) as shown below: \na. The student must complete at least one semester before applying for a \nprogramme change. \nb. The programme change must occur within 18 months from the start of their \nstudies. \n \n2.8 \nUpgrading of Master to PhD \n \n2.8.1 Eligibility \nA Master’s candidate may apply for an upgrade to PhD within their first year of candidature. The \nsupervisor may recommend upgrading a master student to PhD level based on the following criteria: \ni. \nObtained a minimum CGPA of 3.30 in bachelor’s degree. \nii. \nApplication must be WITHIN 12 months of Master candidature. \niii. Passed Research Proposal Defence (RPD) for Master’s degree. \niv. Accepted article in indexed journals (Scopus or Web of Science). \nv. \nPresented and defended PhD proposal with rigorous assessment by panel of assessors. \nvi. Approved by University Examination Committee (UEC). \n \n2.8.2 Application Process']","Yes, according to [1, Page: 19], a Master's candidate may apply for an upgrade to PhD within their first year of candidature.

Additionally, the eligibility criteria for upgrading from Master's to PhD are:

* Obtained a minimum CGPA of 3.30 in bachelor’s degree.
* Application must be WITHIN 12 months of Master candidature.
* Passed Research Proposal Defence (RPD) for Master’s degree.
* Accepted article in indexed journals (Scopus or Web of Science).
* Presented and defended PhD proposal with rigorous assessment by panel of assessors.
* Approved by University Examination Committee (UEC).

Source: [1, Page: 19]","Yes, a Master's candidate may apply for an upgrade to PhD within their first year of candidature.",0.9999999999,1.0,1.0,0.776970132196458
What is one eligibility requirement to upgrade from Master to PhD?,"['to the entrance qualification of the study course that has been set. \nix. Upon the approval for change of programme, students need to apply for credit transfer if \napplicable. \nx. The requirements set by the Ministry of Higher Education (MOHE) as shown below: \na. The student must complete at least one semester before applying for a \nprogramme change. \nb. The programme change must occur within 18 months from the start of their \nstudies. \n \n2.8 \nUpgrading of Master to PhD \n \n2.8.1 Eligibility \nA Master’s candidate may apply for an upgrade to PhD within their first year of candidature. The \nsupervisor may recommend upgrading a master student to PhD level based on the following criteria: \ni. \nObtained a minimum CGPA of 3.30 in bachelor’s degree. \nii. \nApplication must be WITHIN 12 months of Master candidature. \niii. Passed Research Proposal Defence (RPD) for Master’s degree. \niv. Accepted article in indexed journals (Scopus or Web of Science). \nv. \nPresented and defended PhD proposal with rigorous assessment by panel of assessors. \nvi. Approved by University Examination Committee (UEC). \n \n2.8.2 Application Process']","One eligibility requirement to upgrade from Master to PhD is:

* Obtained a minimum CGPA of 3.30 in bachelor's degree. [1, Page: 19]",Obtained a minimum CGPA of 3.30 in bachelor's degree.,0.9999999999,1.0,0.5,0.9999999999999029
What is the minimum attendance requirement for a Master by Coursework student?,"['approval.  \nii. For replacement courses, student can appeal by email through Examination Department \n(REX) subject to approval by University Examination Committee (UEC). \n \n4.6 \nAttendance & Study hours \nMaster by Coursework - myTIMETABLE \nThe minimum attendance requirement is eighty percent (80%) for each course. Students who fail to \nfulfil this requirement may be barred from sitting for the final examination. \n \nMaster & PhD by Research - UTrace \nStudent is required to clock-in and clock-out daily on working days using university’s online attendance \nsystem. \n \nThe attendance requirement is compulsory for all FULL-TIME students. Students who fail to fulfil the \nattendance requirement may lead to GA/GRA allowance being suspended and barred from \nregistration.  \nFor International students who fail to fulfil the attendance requirement, application for student visa \nrenewal may not be supported. The minimum attendance requirement is eighty percent (80%) for \neach programme. \n \n4.7 \nAnnual leave (by Research Full Time only) \nPG by Research Full Time students is entitled up to a maximum 14 days of annual leave. All leave']","The minimum attendance requirement for a Master by Coursework student is eighty percent (80%) for each course. [1, Page: 25]",The minimum attendance requirement is eighty percent (80%) for each course.,0.9999999999,1.0,1.0,0.9999999999999997
What is the minimum attendance requirement for a full-time research student?,"['approval.  \nii. For replacement courses, student can appeal by email through Examination Department \n(REX) subject to approval by University Examination Committee (UEC). \n \n4.6 \nAttendance & Study hours \nMaster by Coursework - myTIMETABLE \nThe minimum attendance requirement is eighty percent (80%) for each course. Students who fail to \nfulfil this requirement may be barred from sitting for the final examination. \n \nMaster & PhD by Research - UTrace \nStudent is required to clock-in and clock-out daily on working days using university’s online attendance \nsystem. \n \nThe attendance requirement is compulsory for all FULL-TIME students. Students who fail to fulfil the \nattendance requirement may lead to GA/GRA allowance being suspended and barred from \nregistration.  \nFor International students who fail to fulfil the attendance requirement, application for student visa \nrenewal may not be supported. The minimum attendance requirement is eighty percent (80%) for \neach programme. \n \n4.7 \nAnnual leave (by Research Full Time only) \nPG by Research Full Time students is entitled up to a maximum 14 days of annual leave. All leave']","The minimum attendance requirement for all FULL-TIME students, including research students, is eighty percent (80%) for each programme [1, Page: 25].",The minimum attendance requirement is eighty percent (80%) for each programme.,0.9999999999,1.0,0.75,0.8807175640971424
What is the vision of UTP?,"[""2.0   University Vision and Mission \n \n1.1 \nVision \n \nA Leader in Technology Education and Centre for Creativity and Innovation. \n \n1.2 \nMission \n \n• UTP is an institute of higher learning. We provide opportunities for the pursuit of knowledge and \nexpertise for the advancement of engineering, science and technology to enhance the nation's \ncompetitiveness. \n• Our objective is to produce well-rounded graduates who are creative and innovative with the \npotential to become leaders of industry and the nation. \n• Our aim is to nurture creativity and innovativeness and expand the frontiers of technology and \neducation for the betterment of society. \n \n \n2.1 \nUniversity Logo \n \n• \nRelates to the concept of renaissance, birth and nurturing of the mind for national \nadvancement of the highest order. \n• \nSimulates the  bloom  of  a  floral  bud  while  injecting  a  graphic  outline  of  the \nPETRONAS Twin Towers. \n• \nReflects the beginning of a journey towards new standards in higher education. \n• \nGold to denote light, and deep pastel blue to signify peace and tranquillity.""]","According to Source [1], Page 10:

""A Leader in Technology Education and Centre for Creativity and Innovation.""

This is stated as the University Vision.",A Leader in Technology Education and Centre for Creativity and Innovation.,0.9999999999,1.0,1.0,0.5161593347469551
What is the minimum attendance requirement for a course in the Foundation Programme?,"[""Foundation Programme Academic Guide \n \n \n \n \n3.0 \nAcademic Requirements \n \n3.1 \nCompletion Requirements \nThe minimum period of study is three (3) semesters (1 year) and the maximum period of study is \nsix (6) semesters (2 years). A student must: \ni. Obtain a CGPA of 2.00 or higher. \nii. Pass all courses as required by the programme. A student who fails a course is required to \nrepeat the particular course. \niii. Satisfy all requirements as approved by UTP Senate. \n \n3.2 \nChange of Programme \nA student may request for a change of programme upon the endorsement of the Dean of Faculty \nsubject to availability and approval from the Director of Registry and the sponsor (if any). The \nadministrative fees will be charged for the processing and handling of change programme \napplication. \n \n3.3 \nTransfer of Credits \nA student may request for transfer of credits for a change of programme upon the advice of the \nDean of Centre for Foundation Studies or for other justified reasons subject to availability and \napproval from the DVCA and sponsors (if any). \n \n4.0 \nAssessment \n \nAn assessment is an evaluation of a student's performance through formative & summative assessment""]","I'm sorry, I cannot find that information in the UTP handbooks.",The minimum attendance requirement is ninety percent (90%) for each course after add/drop period.,0.0,0.0,0.0,0.0
What happens if a Foundation student fails to meet the 90% attendance requirement?,"['lectures, co-curricular activities and meetings with academic advisors. Students shall obtain \nwritten permission from the Dean of Centre for Foundation Studies if, they are unable to attend \nlectures, tutorials and laboratories mentioned above. \n \nThe students are required to submit the application three (3) days before the actual date or, in \nemergency cases, after returning to campus by attaching the relevant supporting documents \n(medical certificate or death certificate) to the Centre for Foundation Studies. \n \nThe minimum attendance requirement is ninety percent (90%) for each course after add/drop \nperiod. A student who fails to fulfill this requirement without providing approved supporting \ndocument may be barred from sitting for the final examination. \n \nInternational students who did not fulfill the requirements above will affect the renewal of \nstudent pass. \n \n \n \n \n \n \n \n \n \n \n \n14                                                                                    A GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES']","A student who fails to fulfill the minimum attendance requirement of ninety percent (90%) without providing approved supporting documents may be barred from sitting for the final examination. [1, Page: 21]",A student who fails to fulfill this requirement without providing approved supporting document may be barred from sitting for the final examination.,0.9999999999,1.0,1.0,0.7604166175374867
When are Foundation students allowed to add or drop courses?,"['All full time students must register a minimum of nine (9) credit hours or equivalent to 2 courses in \na particular semester. However, this ruling may be waived for completing students who are in their \nfinal semester. \n \n2.2 \nAdding/Dropping/Withdrawal of Courses \n \n2.2.1 Adding/Dropping of Courses \nStudents are allowed to add/drop courses within the first two (2) weeks of the \nsemester subject to the approval of the Dean of Centre for Foundation Studies and \nsubject to the compliance of the total credit hours allowed. \n2.2.2 Withdrawal from Courses \nStudents are allowed to withdraw from the courses latest by week eight (8) of the \nsemester provided that they maintain a minimum of nine (9) credit hours. The course \nfee however, shall not be refunded. \n \n2.3 \nAttendance \nStudents are required to attend lectures, tutorials, laboratories, project-based learning, additional \nlectures, co-curricular activities and meetings with academic advisors. Students shall obtain \nwritten permission from the Dean of Centre for Foundation Studies if, they are unable to attend \nlectures, tutorials and laboratories mentioned above.']","According to Source [1], Page 21, students are allowed to add/drop courses within the first two (2) weeks of the semester, subject to the approval of the Dean of Centre for Foundation Studies and compliance with total credit hours allowed.",Students are allowed to add/drop courses within the first two (2) weeks of the semester.,0.9999999999,1.0,1.0,0.7036540780069375
When is the latest a Foundation student can withdraw from a course?,"['All full time students must register a minimum of nine (9) credit hours or equivalent to 2 courses in \na particular semester. However, this ruling may be waived for completing students who are in their \nfinal semester. \n \n2.2 \nAdding/Dropping/Withdrawal of Courses \n \n2.2.1 Adding/Dropping of Courses \nStudents are allowed to add/drop courses within the first two (2) weeks of the \nsemester subject to the approval of the Dean of Centre for Foundation Studies and \nsubject to the compliance of the total credit hours allowed. \n2.2.2 Withdrawal from Courses \nStudents are allowed to withdraw from the courses latest by week eight (8) of the \nsemester provided that they maintain a minimum of nine (9) credit hours. The course \nfee however, shall not be refunded. \n \n2.3 \nAttendance \nStudents are required to attend lectures, tutorials, laboratories, project-based learning, additional \nlectures, co-curricular activities and meetings with academic advisors. Students shall obtain \nwritten permission from the Dean of Centre for Foundation Studies if, they are unable to attend \nlectures, tutorials and laboratories mentioned above.']","According to Source [1], Page 21, students are allowed to withdraw from courses by week eight (8) of the semester. However, they must maintain a minimum of nine (9) credit hours.",Students are allowed to withdraw from the courses latest by week eight (8) of the semester.,0.9999999999,1.0,0.6666666666666666,0.7742880385674472
What is the maximum period of study for the Foundation Programme?,"[""Foundation Programme Academic Guide \n \n \n \n \n3.0 \nAcademic Requirements \n \n3.1 \nCompletion Requirements \nThe minimum period of study is three (3) semesters (1 year) and the maximum period of study is \nsix (6) semesters (2 years). A student must: \ni. Obtain a CGPA of 2.00 or higher. \nii. Pass all courses as required by the programme. A student who fails a course is required to \nrepeat the particular course. \niii. Satisfy all requirements as approved by UTP Senate. \n \n3.2 \nChange of Programme \nA student may request for a change of programme upon the endorsement of the Dean of Faculty \nsubject to availability and approval from the Director of Registry and the sponsor (if any). The \nadministrative fees will be charged for the processing and handling of change programme \napplication. \n \n3.3 \nTransfer of Credits \nA student may request for transfer of credits for a change of programme upon the advice of the \nDean of Centre for Foundation Studies or for other justified reasons subject to availability and \napproval from the DVCA and sponsors (if any). \n \n4.0 \nAssessment \n \nAn assessment is an evaluation of a student's performance through formative & summative assessment""]","The maximum period of study for the Foundation Programme is six (6) semesters, which is equivalent to 2 years. [1, Page: 23]",The maximum period of study is six (6) semesters (2 years).,0.9999999999,1.0,1.0,0.9999999999998983
What are the requirements for the Dean's List for Foundation students?,"['lectures, co-curricular activities and meetings with academic advisors. Students shall obtain \nwritten permission from the Dean of Centre for Foundation Studies if, they are unable to attend \nlectures, tutorials and laboratories mentioned above. \n \nThe students are required to submit the application three (3) days before the actual date or, in \nemergency cases, after returning to campus by attaching the relevant supporting documents \n(medical certificate or death certificate) to the Centre for Foundation Studies. \n \nThe minimum attendance requirement is ninety percent (90%) for each course after add/drop \nperiod. A student who fails to fulfill this requirement without providing approved supporting \ndocument may be barred from sitting for the final examination. \n \nInternational students who did not fulfill the requirements above will affect the renewal of \nstudent pass. \n \n \n \n \n \n \n \n \n \n \n \n14                                                                                    A GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES']","I'm sorry, I cannot find that information in the UTP handbooks.","Students will be awarded the Dean's List Certificate if they: PASS all courses registered, register a minimum of ten (10) credit hours, and obtain a Grade Point Average (GPA) of 3.50 and above.",0.0,1.0,1.0,0.0
What is the minimum CGPA to complete the Foundation Programme?,"[""Foundation Programme Academic Guide \n \n \n \n \n3.0 \nAcademic Requirements \n \n3.1 \nCompletion Requirements \nThe minimum period of study is three (3) semesters (1 year) and the maximum period of study is \nsix (6) semesters (2 years). A student must: \ni. Obtain a CGPA of 2.00 or higher. \nii. Pass all courses as required by the programme. A student who fails a course is required to \nrepeat the particular course. \niii. Satisfy all requirements as approved by UTP Senate. \n \n3.2 \nChange of Programme \nA student may request for a change of programme upon the endorsement of the Dean of Faculty \nsubject to availability and approval from the Director of Registry and the sponsor (if any). The \nadministrative fees will be charged for the processing and handling of change programme \napplication. \n \n3.3 \nTransfer of Credits \nA student may request for transfer of credits for a change of programme upon the advice of the \nDean of Centre for Foundation Studies or for other justified reasons subject to availability and \napproval from the DVCA and sponsors (if any). \n \n4.0 \nAssessment \n \nAn assessment is an evaluation of a student's performance through formative & summative assessment""]","The minimum CGPA required to complete the Foundation Programme is 2.00 or higher, as stated in [1, Page: 23].","A student must PASS all the required courses, complete a minimum of 50 credits and obtain a minimum CGPA of 2.00.",0.9999999999,1.0,0.5,0.9864855988022502
What CGPA range puts a Foundation student on Academic Probation?,"['1.99 for any semester. The student will only be allowed to register for a minimum of nine \n(9) credit hours and a maximum of eleven (11) credit hours, where two courses should be of \ncore courses, unless permission to do otherwise is granted by the Dean of Centre for \nFoundation Studies. \n \nIn addition, subject to Malaysian Immigration Laws and Regulations, approval for the \nrenewal of an international student’s student pass may be affected if he obtains a CGPA of \nbelow than 2.00. \n \n5.2.5 Academic Probation and Warning \nA student may be put on academic probation and warning if he/she obtains a GPA or CGPA \nof 1.00 to 1.49 for any semester or is under Academic Probation status for 2 consecutive \nsemesters. The student will only be allowed to register for a minimum of nine (9) credit \nhours and a maximum of eleven (11) credit hours, where two courses should be of core \ncourses, unless permission to do otherwise is granted by Dean of Centre for Foundation \nStudies. \n \nIn addition, subject to Malaysian Immigration Laws and Regulations, approval for the \nrenewal of an international student’s student pass may be affected if he obtains a CGPA of \nbelow than 2.00. \n \n20']","A student may be put on academic probation and warning if they obtain a GPA or CGPA of 1.00 to 1.49 for any semester ([1, Page: 27]).",A student may be put on academic probation if he/she obtains a GPA or CGPA of 1.50 to 1.99 for any semester.,0.9999999999,1.0,0.5,0.8400274611988731
What CGPA range puts a Foundation student on Academic Probation and Warning?,"['1.99 for any semester. The student will only be allowed to register for a minimum of nine \n(9) credit hours and a maximum of eleven (11) credit hours, where two courses should be of \ncore courses, unless permission to do otherwise is granted by the Dean of Centre for \nFoundation Studies. \n \nIn addition, subject to Malaysian Immigration Laws and Regulations, approval for the \nrenewal of an international student’s student pass may be affected if he obtains a CGPA of \nbelow than 2.00. \n \n5.2.5 Academic Probation and Warning \nA student may be put on academic probation and warning if he/she obtains a GPA or CGPA \nof 1.00 to 1.49 for any semester or is under Academic Probation status for 2 consecutive \nsemesters. The student will only be allowed to register for a minimum of nine (9) credit \nhours and a maximum of eleven (11) credit hours, where two courses should be of core \ncourses, unless permission to do otherwise is granted by Dean of Centre for Foundation \nStudies. \n \nIn addition, subject to Malaysian Immigration Laws and Regulations, approval for the \nrenewal of an international student’s student pass may be affected if he obtains a CGPA of \nbelow than 2.00. \n \n20']","A student may be put on academic probation and warning if they obtain a GPA or CGPA of 1.00 to 1.49 for any semester ([1, Page: 27]).",A student may be put on academic probation and warning if he/she obtains a GPA or CGPA of 1.00 to 1.49 for any semester or is under Academic Probation status for 2 consecutive semesters.,0.9999999999,1.0,0.5,0.8657745506881848
What is one condition for academic dismissal for a Foundation student?,"['5.2.6 Academic Dismissal \nA student will be dismissed under the following conditions: \ni. \nBeing on academic probation and warning for two (2) consecutive semesters. \nii. \nExceeding the maximum duration of stay. \niii. \nObtaining both GPA and/or CGPA of less than 1.00. \niv. \nObtaining both GPA and CGPA of less than 2.00 for two (2) consecutive semesters. \nv. \nFailed all courses registered in a particular semester. \n \nAll decision on academic dismissal is at the discretion of the UEC & Senate. \n \nIn addition, international students are required to cancel their current student pass and \nreturn to their home country. \n \n5.3 \nAppeals for Reinstatement \nStudents under academic dismissal are eligible to submit an appeal letter to Registration and \nExamination Unit within one (1) week after the examination results are announced. \n \n \n6.1 \nHealth, Safety, Security and Environment \n \nThe University subscribes to and practices health, safety and environment requirements as provided \nfor by Malaysian laws. \n \nBefore  being  offered  admission  to  the  University  each  candidate  is  required  to fulfill  all  health']","According to Source [1], Page: 28, one condition for academic dismissal for a Foundation student is:

* Being on academic probation and warning for two (2) consecutive semesters. [1, Page: 28]",A student will be dismissed if they obtain both GPA and/or CGPA of less than 1.00.,0.9999999999,1.0,0.5,0.9801230679664927
What is the maximum grade a Foundation student can get from a supplementary examination?,"['particular course or the whole of the programme may be withheld. The student may subsequently \nappeal to the Office of Registrar. \n \n4.8 \nAcademic Transcript \nStudents  who  completed  their  foundation  study  will  receive  an  original  hardcopy  of  their \ndocument (official foundation transcript), subject to clearance of financial outstanding. \n \nA minimum fee will be chargeable to a student requesting for an additional transcript (Partial or \nOfficial Academic Transcript). \n \n4.9 \nRedemption of Courses \nCompleting students are allowed to redeem courses with grades lower than C. The new grade will \nreplace any previous grade. \n \n4.10 \nSupplementary Examinations \nSupplementary examinations will only be offered to Foundation Studies students who meet any \nof the following criteria: \n \ni. \nAttempted the course but failed. \nii. \nAbsent from final examination with written approval. \n \nThe supplementary paper will be graded, and the previous ‘F’ grade will be included in the \ncalculation of GPA and CGPA. The maximum new grade that he or she will obtain is ‘C’. \n \n \n \n \nA GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES \n19']","The maximum grade a Foundation student can get from a supplementary examination is 'C' [1, Page: 26].",The maximum new grade that he or she will obtain is 'C'.,0.9999999999,1.0,1.0,0.9999999999999357
What courses are taken in Trimester 1 of the Foundation Engineering & Science Stream?,"['Foundation Programme Information \n \n \n \nTRIMESTER 3 \n \n8.0 \nCurriculum Structure for Foundation Programme \n \n8.1 \nCurriculum  Structure  for  Engineering  &  Science  Stream  (Chemical,  Civil,  Computer,  Electrical  & \nElectronics, Mechanical, Materials, Petroleum, Applied Chemistry, and Geoscience) \n \nTRIMESTER 1 \nCODE \nCOURSES \nHOURS \nSTATUS \n1 \nFCC 0015 \nChemistry I \n5 \nCore \n2 \nFCM 0015 \nMathematics I \n5 \nCore \n3 \nFCP 0015 \nPhysics I \n5 \nCore \n4 \nFCL 0013 \nProficiency English \n3 \nNon-core \n \n \n \nTRIMESTER 2 \nCODE \nCOURSES \nHOURS \nSTATUS \n1 \nFCL 0024 \nTechnical English \n4 \nNon-core \n2 \nFCH 0033 \nThinking Skills \n3 \nNon-core \n3 \nFCT 0015 \nStructured Algorithm and Programming \n5 \nCore \n4 \nFCH 0013/ \nFCH 0023 \nIslamic / Moral Studies \n3 \nNon-core \n5 \nKXX 00xx \nCo-curriculum \n1 \nNon-core \nCredit Hours \n16 \n \n \n \n \nCODE \nCOURSES \nHOURS \nSTATUS \n1 \nFCM 0035 \nMathematics II \n5 \nCore \n2 \nFCP 0025 \nPhysics II \n5 \nCore \n3 \nFCC 0025 \nChemistry II \n5 \nCore \n4 \nKXX 00xx \nCo-curriculum \n1 \nNon-core \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n26 \nA GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES \nCredit Hours \n18 \nCredit Hours \n16']","According to the provided context, in Trimester 1 of the Foundation Engineering & Science Stream, the following courses are taken:

• FCC 0015 Chemistry I (5 hours) - Core
• FCM 0015 Mathematics I (5 hours) - Core
• FCP 0015 Physics I (5 hours) - Core
• FCL 0013 Proficiency English (3 hours) - Non-core

[1, Page: 33]","Chemistry I (FCC 0015), Mathematics I (FCM 0015), Physics I (FCP 0015), and Proficiency English (FCL 0013).",0.9999999999,1.0,1.0,0.9999999999999383
What courses are in Trimester 1 of the Foundation Business Management & Computing Stream?,"['TRIMESTER 1 \nTRIMESTER 2 \nTRIMESTER 3 \n8.2 \nCurriculum  Structure  for  Business  Management & Computing  Stream  (Business Management, \nInformation  Systems,  Information Technology & Computer Science) \n \n \nCODE \nCOURSES \nHOURS \nSTATUS \n1 \nFCB 0015 \nBusiness Management \n5 \nCore \n2 \nFCM 0025 / \nFCM 0015 \n* Fundamental Mathematics I / \n** Mathematics I \n5 \nCore \n3 \nFCB 0035 \nPrinciples of Economics \n5 \nCore \n4 \nFCL 0013 \nProficiency English \n3 \nNon-core \n \n \n \n \nCODE \nCOURSES \nHOURS \nSTATUS \n1 \nFCL 0024 \nTechnical English \n4 \nNon-core \n2 \nFCH 0033 \nThinking Skills \n3 \nNon-core \n3 \nFCT 0035 \nProblem Solving & Programming \n5 \nCore \n4 \nFCH 0013/ \nFCH 0023 \nIslamic/Moral Studies \n3 \nNon-core \n5 \nKXX 00XX \nCo-curriculum \n1 \nNon-core \nCredit Hours \n16 \n \n \n \n \nCODE \nCOURSES \nHOURS \nSTATUS \n1 \nFCB 0025 \nIntroduction to Business and Information Systems \n5 \nCore \n2 \nFCT 0025 \nVisual Programming \n5 \nCore \n3 \nFCM 0045 / \nFCM 0035 \n*Fundamental Mathematics II / \n**Mathematics II \n5 \nCore \n4 \nKXX 00xx \nCo-curriculum \n1 \nNon-core \n \n*For BM, IT & IS programme only \n**For CS programme only']","According to the provided context [1, Page: 34], the courses in Trimester 1 of the Foundation Business Management & Computing Stream are:

• FCB 0015 - Business Management
• FCM 0025 / FCM 0015 - Fundamental Mathematics I / **Mathematics I**
• FCB 0035 - Principles of Economics
• FCL 0013 - Proficiency English

These courses have a total of 16 credit hours.","Business Management (FCB 0015), Fundamental Mathematics I / Mathematics I (FCM 0025/ FCM 0015), Principles of Economics (FCB 0035), and Proficiency English (FCL 0013).",0.9999999999,1.0,1.0,0.9920989918752362
What is the pre-requisite for Chemistry II (FCC 0025)?,"['1.0 \nCore Courses Synopsis \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n \n29 \nA GUIDE TO UNIVERSITY ACADEMIC GUIDELINES AND PROCEDURES \nCOURSE CODE: \nCOURSE: \nNO. OF CREDIT: \nPRE-REQUISITE: \nFCC 0025 \nChemistry II \n5 credits \nChemistry I \nThis course will cover: \nProperties of Solutions, Chemical Kinetics, Thermodynamics, Electrochemistry, Introduction to Organic Chemistry,\nStereochemistry, Alkanes, Alkenes, Alkynes, Alkyl Halide, Alcohols, Aldehydes, Ketones, Ethers, Carboxylic Acids,\nEsters, Introduction to Polymer. \nCOURSE CODE: \nCOURSE: \nNO. OF CREDIT: \nPRE-REQUISITE: \nFCC 0015 \nChemistry I \n5 credits \nNone \nThis course will cover: \nMatter and Measurement, Atoms, Molecules and Ions, Stoichiometry Calculation, Aqueous Reaction and Solution \nStoichiometry, Electronic Structure of Atoms, Periodic Properties of Elements, Basic Concepts of Chemical \nBonding, Molecular Geometry, Gases, Intermolecular Forces, Liquids and Solids, Chemical Equilibrium, and Acid- \nBase Equilibria. \nCOURSE CODE: \nCOURSE: \nNO. OF CREDIT: \nPRE-REQUISITE: \nFCB 0035 \nPrinciples of Economics \n5 credits \nNone \nThis course will cover:']","Chemistry I (FCC 0015) [1, Page: 36]",Chemistry I,0.9999999999,1.0,0.5,0.6816957648161176
